file_name,cpu_atom_instructions,cpu_core_instructions,cpu_atom_cycles,cpu_core_cycles,task_clock,cpu_atom_cache_references,cpu_core_cache_references,cpu_atom_cache_misses,cpu_core_cache_misses,cpu_core_L1_dcache_load_misses,cpu_core_LLC_load_misses,elapsed_time,user_time,sys_time
recursive_perf.txt,88872165,331501225,67930735,93862649,42.79,699508,44150,283905,8217,552016,572,0.044253965,0.041151,0.003011
native_perf.txt,15735790,40450084,13627446,35229934,8.55,41952,382008,20919,127866,103614,5400,0.009405435,0.007627,0.001906
two_way_perf.txt,24972817,141037059,16572949,53364494,10.41,101243,41047,62395,12843,234962,636,0.011464676,0.007705,0.003852
inplace_perf.txt,22637937,197646053,34356980,51165952,23.33,810214,71096,71279,24863,1092499,1557,0.024583805,0.023562,0.001024
