file_name,cpu_core_instructions,cpu_core_cycles,task_clock,cpu_time,IPC,cpu_core_cache_references,cpu_core_cache_misses,Cache_miss_rate,cpu_core_L1_dcache_load_misses,L1_miss_rate,cpu_core_LLC_load_misses,LLC_miss_rate
native_perf.txt,3817669372,1197521969,545.62,0.546890074,3.188,15128095,547087,0.0362,155850667,10.3021,302641,0.02
cache_friendly_perf.txt,3184589628,836715887,381.23,0.382714559,3.8061,16931887,505498,0.0299,3682376,0.2175,25580,0.0015
